year,species,port,county,lob_zone,weight_type,weight,value,trip_n,harv_n
2015,Halibut Atlantic,Cutler,Washington,A,Live Pounds,2269.71,14741.5,17,6
2015,Halibut Atlantic,Jonesport,Washington,A,Live Pounds,10030.78,70804.355,101,36
2015,Halibut Atlantic,Lubec,Washington,A,Live Pounds,801.11,5117.3,10,5
2015,Halibut Atlantic,Milbridge,Washington,A,Live Pounds,5256.15,31641.555,55,19
2015,Halibut Atlantic,Other Maine,Not-Specified,UK,Live Pounds,34640.2,216930.671,355,127
2015,Halibut Atlantic,Port Clyde,Knox,D,Live Pounds,1251.42,8907.04,22,4
2015,Halibut Atlantic,Portland,Cumberland,F,Live Pounds,4389.55,32988.4,80,16
2015,Halibut Atlantic,Spruce Head,Knox,D,Live Pounds,2308.93,14448.045,28,8
2015,Halibut Atlantic,Stonington,Hancock,C,Live Pounds,32097.54,223699.575,106,29
2015,Halibut Atlantic,Vinalhaven,Knox,C,Live Pounds,358.17,3313.625,13,4
2015,Herring Atlantic,Other Maine,Not-Specified,UK,Live Pounds,2786300,428890,57,8
2015,Herring Atlantic,Portland,Cumberland,F,Live Pounds,51788936,8118058.716,1036,22
2015,Herring Atlantic,Prospect Harbor,Hancock,A,Live Pounds,942300,150768,24,4
2015,Herring Atlantic,Rockland,Knox,D,Live Pounds,27833157,4340316.574,330,10
2015,Herring Atlantic,South Portland,Cumberland,F,Live Pounds,373600,59776,11,5
2015,Herring Atlantic,Stonington,Hancock,C,Live Pounds,2716780,428179.44,55,3
2015,Lobster American,Addison,Washington,A,Live Pounds,1701322.5,6905848.1,3871,78
2015,Lobster American,Bailey Island,Cumberland,F,Live Pounds,1339862.02,5713212.479,4423,69
2015,Lobster American,Bar Harbor,Hancock,B,Live Pounds,1312931.75,5800170.501,1707,52
2015,Lobster American,Bass Harbor,Hancock,B,Live Pounds,2383210.55,10698012.61,5027,90
2015,Lobster American,Beals,Washington,A,Live Pounds,5451439.5,19980191.97,11730,247
2015,Lobster American,Belfast,Waldo,D,Live Pounds,334915.1,1380526.928,824,35
2015,Lobster American,Biddeford Pool,York,G,Live Pounds,142643.13,630272.364,777,20
2015,Lobster American,Blue Hill,Hancock,C,Live Pounds,1366171.22,5738645.843,2608,66
2015,Lobster American,Boothbay Harbor,Lincoln,E,Live Pounds,1392866.65,6089033.66,4543,109
2015,Lobster American,Bremen,Lincoln,D,Live Pounds,805655.35,3148985.34,3214,46
2015,Lobster American,Brooklin,Hancock,C,Live Pounds,87000.75,300313.695,242,9
2015,Lobster American,Brooksville,Hancock,C,Live Pounds,6261.75,28513.829,23,4
2015,Lobster American,Bucks Harbor,Washington,A,Live Pounds,616668.7,2145352.09,1813,39
2015,Lobster American,Camden,Knox,D,Live Pounds,10067,46187.55,76,4
2015,Lobster American,Cape Elizabeth,Cumberland,F,Live Pounds,34379,171521.4,578,22
2015,Lobster American,Cape Porpoise,York,G,Live Pounds,755318.15,3447617.115,3365,45
2015,Lobster American,Chebeague Island,Cumberland,F,Live Pounds,761531,3180161.446,2148,66
2015,Lobster American,Cundys Harbor,Cumberland,F,Live Pounds,2091994.4,8792972.557,6657,107
2015,Lobster American,Cushing,Knox,D,Live Pounds,1968387.75,9054702.839,3876,74
2015,Lobster American,Cutler,Washington,A,Live Pounds,1853683.3,6861531.24,2820,53
2015,Lobster American,Deer Isle,Hancock,C,Live Pounds,1334041.1,5925883.285,1733,36
2015,Lobster American,Eastport,Washington,A,Live Pounds,837507.56,3801373.033,1696,36
2015,Lobster American,Falmouth,Cumberland,F,Live Pounds,96135.1,492734.97,274,7
2015,Lobster American,Five Islands,Sagadahoc,E,Live Pounds,352386.04,1537194.185,1572,60
2015,Lobster American,Freeport,Cumberland,F,Live Pounds,325960.67,1488932.233,733,15
2015,Lobster American,Frenchboro,Hancock,B,Live Pounds,137252.5,622053.1,218,4
2015,Lobster American,Friendship,Knox,D,Live Pounds,4766066,21243369.8,11059,180
2015,Lobster American,Georgetown,Sagadahoc,E,Live Pounds,431881.45,1796655.91,1158,22
2015,Lobster American,Gouldsboro,Hancock,A,Live Pounds,140149,479299.75,311,11
2015,Lobster American,Gouldsboro,Hancock,B,Live Pounds,456716,1538881.15,870,19
2015,Lobster American,Hancock,Hancock,B,Live Pounds,131862.8,556035.065,378,23
2015,Lobster American,Harpswell,Cumberland,F,Live Pounds,2336027.6,10149833.75,6011,111
2015,Lobster American,Harrington,Washington,A,Live Pounds,1214874,5288211.85,1772,49
2015,Lobster American,Jonesport,Washington,A,Live Pounds,2837051.95,9825849.515,7483,186
2015,Lobster American,Kennebunkport,York,G,Live Pounds,277270.49,1235430.753,1127,22
2015,Lobster American,Kittery,York,G,Live Pounds,1424905.14,6287131.714,6078,62
2015,Lobster American,Lamoine,Hancock,B,Live Pounds,149533.02,667397.328,391,8
2015,Lobster American,Lincolnville,Waldo,D,Live Pounds,186196,799274.21,420,10
2015,Lobster American,Lubec,Washington,A,Live Pounds,438023.56,2005122.212,1066,33
2015,Lobster American,Milbridge,Washington,A,Live Pounds,2716172.5,10586846,5542,79
2015,Lobster American,Monhegan,Lincoln,D,Live Pounds,42102.25,206574.235,18,5
2015,Lobster American,New Harbor,Lincoln,E,Live Pounds,1243411.35,5176099.131,4163,53
2015,Lobster American,Northeast Harbor,Hancock,B,Live Pounds,1145658.1,5395299.115,1410,46
2015,Lobster American,Ogunquit,York,G,Live Pounds,419745.99,1912746.265,834,16
2015,Lobster American,Other Hancock,Hancock,B,Live Pounds,461648.53,1952305.615,973,39
2015,Lobster American,Other Hancock,Hancock,UK,Live Pounds,156557.65,669027.23,296,12
2015,Lobster American,Other Maine,Not-Specified,UK,Live Pounds,11761114.54,48231671.94,25931,478
2015,Lobster American,Owls Head,Knox,D,Live Pounds,2289168.84,9950922.627,3954,72
2015,Lobster American,Pemaquid,Lincoln,E,Live Pounds,205155.2,891561.185,1201,21
2015,Lobster American,Phippsburg,Sagadahoc,E,Live Pounds,12695.19,59216.95,153,7
2015,Lobster American,Pine Point,Cumberland,G,Live Pounds,12655.2,55583.33,38,4
2015,Lobster American,Port Clyde,Knox,D,Live Pounds,2542355.3,10381397.25,6037,104
2015,Lobster American,Portland,Cumberland,F,Live Pounds,3759095.53,16625795.28,10720,228
2015,Lobster American,Prospect Harbor,Hancock,A,Live Pounds,903155,3960491.1,2065,38
2015,Lobster American,Rockland,Knox,D,Live Pounds,3091100.07,13333826.99,4505,165
2015,Lobster American,Rockport,Knox,D,Live Pounds,649149.05,2745325.043,1531,29
2015,Lobster American,Round Pond,Lincoln,D,Live Pounds,310756.46,1229874.51,1462,26
2015,Lobster American,Saco,York,G,Live Pounds,71641.7,315701.73,455,10
2015,Lobster American,Scarborough,Cumberland,G,Live Pounds,414710.75,1788126.495,2153,31
2015,Lobster American,Sedgwick,Hancock,C,Live Pounds,18324.85,82766.02,97,5
2015,Lobster American,Sorrento,Hancock,B,Live Pounds,919405.29,3120573.013,1679,37
2015,Lobster American,South Bristol,Lincoln,E,Live Pounds,1445045,5902224.495,4869,78
2015,Lobster American,South Thomaston,Knox,D,Live Pounds,485695,2084579.75,1086,28
2015,Lobster American,Southport,Lincoln,E,Live Pounds,487345.15,2076059.238,2139,43
2015,Lobster American,Southwest Harbor,Hancock,B,Live Pounds,2440817.3,10895943.77,5129,108
2015,Lobster American,Spruce Head,Knox,D,Live Pounds,4429903.02,16876707.41,8265,135
2015,Lobster American,St. George,Knox,D,Live Pounds,394125.7,1853894.21,831,34
2015,Lobster American,Steuben,Washington,A,Live Pounds,2282816.22,9373306.403,4900,77
2015,Lobster American,Stockton Springs,Waldo,D,Live Pounds,73061.9,328088.23,154,10
2015,Lobster American,Stonington,Hancock,C,Live Pounds,17349138.25,66473365.56,30307,401
2015,Lobster American,Sullivan,Hancock,B,Live Pounds,147765.8,642783.535,501,25
2015,Lobster American,Swans Island,Hancock,B,Live Pounds,2701104.95,10949122.29,5639,99
2015,Lobster American,Tenants Harbor,Knox,D,Live Pounds,2544374.94,9719668.91,5212,93
2015,Lobster American,Vinalhaven,Knox,C,Live Pounds,9596249.19,39255822.19,16326,222
2015,Lobster American,Winter Harbor,Hancock,B,Live Pounds,2168168.3,8414214.005,3269,40
2015,Lobster American,York,York,G,Live Pounds,681853.8,3078360.523,1735,23
2015,Mackerel Atlantic,Portland,Cumberland,F,Live Pounds,1122469,301023.16,26,8
2015,Monkfish,Other Maine,Not-Specified,UK,Live Pounds,38568.14,31733.21,85,6
2015,Monkfish,Portland,Cumberland,F,Live Pounds,701535.92,580714.9,589,19
2015,Mussel Blue Sea,Bar Harbor,Hancock,B,Live Pounds,911496.23,773215.8,163,4
2015,Mussel Blue Sea,Brooksville,Hancock,C,Live Pounds,9372.37,4939.6,49,8
2015,Mussel Blue Sea,Jonesport,Washington,A,Live Pounds,8226121.5,554160.75,432,6
2015,Mussel Blue Sea,Other Maine,Not-Specified,UK,Live Pounds,4921709.12,1127894.349,1137,13
2015,Oyster Eastern / American,Brooksville,Hancock,C,Live Pounds,84015.38,189735.05,266,3
2015,Oyster Eastern / American,Damariscotta,Lincoln,E,Live Pounds,732656.03,1867567.01,356,16
2015,Oyster Eastern / American,Freeport,Cumberland,F,Live Pounds,4494.78,11699.06,35,5
2015,Oyster Eastern / American,Harpswell,Cumberland,F,Live Pounds,11859.99,28746.28,68,9
2015,Oyster Eastern / American,Other Maine,Not-Specified,UK,Live Pounds,914138.53,2071947.31,884,36
2015,Oyster Eastern / American,Portland,Cumberland,F,Live Pounds,52130.1,159547.54,220,7
2015,Oyster Eastern / American,West Bath,Sagadahoc,E,Live Pounds,22823.82,103419.682,151,5
2015,Oyster European Flat,Other Maine,Not-Specified,UK,Live Pounds,23131.66,59128.8,64,8
2015,Periwinkle Common,Jonesport,Washington,A,Live Pounds,79384.63,84842.69,369,51
2015,Periwinkle Common,Lubec,Washington,A,Live Pounds,155871.73,169151.845,2403,164
2015,Periwinkle Common,Other Maine,Not-Specified,UK,Live Pounds,506192.19,528787.285,4604,394
2015,Plaice American (Dab),Other Maine,Not-Specified,UK,Live Pounds,647027,1181142.28,517,22
2015,Pollock,Eliot,York,G,Live Pounds,49043.36,77719.43,60,4
2015,Pollock,Portland,Cumberland,F,Live Pounds,1321952.09,1870643.86,515,26
2015,Redfish Acadian Ocean Perch,Other Maine,Not-Specified,UK,Live Pounds,1872,1566.41,48,6
2015,Redfish Acadian Ocean Perch,Portland,Cumberland,F,Live Pounds,550184,355366.9,431,19
2015,Rockweed,Other Maine,Not-Specified,UK,Live Pounds,14981702,515915.552,1422,31
2015,Sandworms,Addison,Washington,A,Live Pounds,3264.24,23496.92,251,17
2015,Sandworms,Deer Isle,Hancock,C,Live Pounds,854.96,6803.56,37,12
2015,Sandworms,Hancock,Hancock,B,Live Pounds,2534,18160.86,118,31
2015,Sandworms,Harrington,Washington,A,Live Pounds,22358.86,160997.4,799,26
2015,Sandworms,Jonesport,Washington,A,Live Pounds,34740.83,250153.74,1205,40
2015,Sandworms,Other Maine,Not-Specified,UK,Live Pounds,76086.61,580023.18,3324,101
2015,Sandworms,Other Maine,UK,UK,Live Pounds,65392.28,519019.56,3166,62
2015,Sandworms,Trenton,Hancock,B,Live Pounds,832.68,5981.52,67,13
2015,Scallop Sea,Blue Hill,Hancock,C,Meat Pounds,3459,49886.6,48,10
2015,Scallop Sea,Blue Hill,Hancock,UK,Meat Pounds,211,2749.5,4,1
2015,Scallop Sea,Brooklin,Hancock,C,Meat Pounds,2508,30844.82,25,3
2015,Scallop Sea,Cutler,Washington,A,Meat Pounds,3559,45092.825,42,10
2015,Scallop Sea,Deer Isle,Hancock,C,Meat Pounds,6754,81662.14,74,8
2015,Scallop Sea,Eastport,Washington,A,Meat Pounds,15793,207640.62,221,36
2015,Scallop Sea,Edmunds,Washington,A,Meat Pounds,5009,65431.09,63,11
2015,Scallop Sea,Friendship,Knox,D,Meat Pounds,940,11964.5,13,5
2015,Scallop Sea,Gouldsboro,Hancock,A,Meat Pounds,3418,46098.46,31,9
2015,Scallop Sea,Jonesport,Washington,A,Meat Pounds,70434,880153.58,757,92
2015,Scallop Sea,Lubec,Washington,A,Meat Pounds,120841,1525796.083,1414,114
2015,Scallop Sea,Machiasport,Washington,A,Meat Pounds,87953,1108704.66,855,48
2015,Scallop Sea,Mount Desert,Hancock,B,Meat Pounds,2755,36281.2,31,9
2015,Scallop Sea,Other Maine,Not-Specified,UK,Meat Pounds,49794.0072,631429.585,562,100
2015,Scallop Sea,Pembroke,Washington,A,Meat Pounds,33436,424287.32,419,92
2015,Scallop Sea,Perry,Washington,A,Meat Pounds,5880,76101.12,79,25
2015,Scallop Sea,Portland,Cumberland,F,Meat Pounds,11764,146027.21,123,14
2015,Scallop Sea,Roque Bluffs,Washington,A,Meat Pounds,3500,45041.175,39,5
2015,Scallop Sea,Sorrento,Hancock,B,Meat Pounds,2341,31766.05,25,5
2015,Scallop Sea,South Thomaston,Knox,D,Meat Pounds,1357,17244.95,44,7
2015,Scallop Sea,Southwest Harbor,Hancock,B,Meat Pounds,5172,68780.825,67,13
2015,Scallop Sea,Stonington,Hancock,C,Meat Pounds,34211,461005.616,515,32
2015,Scallop Sea,Tenants Harbor,Knox,D,Meat Pounds,4150,55885.15,48,3
2015,Scallop Sea,Trescott,Washington,A,Meat Pounds,6986,85383.05,76,11
2015,Scallop Sea,Vinalhaven,Knox,C,Meat Pounds,3325,41213.675,30,5
2015,Scallop Sea,Whiting,Washington,A,Meat Pounds,7152,91280.1,80,21
2015,Sea Urchin,Lubec,Washington,A,Live Pounds,743687.51,2171794.86,1384,127
2015,Sea Urchin,Other Maine,Not-Specified,UK,Live Pounds,910428,2619571.71,1553,164
2015,Sea Urchin,Rockland,Knox,D,Live Pounds,121558,245407.64,223,29
2015,Sea Urchin,Tenants Harbor,Knox,D,Live Pounds,174895,350013.29,326,29
2015,Tuna Atlantic Bluefin,Other Maine,Not-Specified,UK,Live Pounds,285046,1535706,0,3
2015,Unidentified Catch,Other Maine,Not-Specified,UK,Live Pounds,11886511.07,36658975.03,277,42
2015,Whelk Waved,Other Maine,Not-Specified,UK,Live Pounds,24148.5,13966.875,278,47
2016,Bloodworms,Addison,Washington,A,Live Pounds,6291.44,96956.06,765,48
2016,Bloodworms,Belfast,Waldo,D,Live Pounds,2107.62,33129.41,156,41
2016,Bloodworms,Blue Hill,Hancock,C,Live Pounds,919.49,14164.82,67,9
2016,Bloodworms,Deer Isle,Hancock,C,Live Pounds,631.16,10067.07,54,25
2016,Bloodworms,Freeport,Cumberland,F,Live Pounds,1036.15,16182.95,90,28
2016,Bloodworms,Hancock,Hancock,B,Live Pounds,10281.25,158395.28,839,101
2016,Bloodworms,Jonesport,Washington,A,Live Pounds,5006.69,81074.78,582,56
2016,Bloodworms,Other Hancock,Hancock,UK,Live Pounds,119216.29,1833760.83,10038,247
2016,Bloodworms,Other Maine,Not-Specified,UK,Live Pounds,144995.32,2392391.491,14692,379
2016,Bloodworms,Other Washington,Washington,A,Live Pounds,40059.87,617182.75,3370,116
2016,Bloodworms,Sullivan,Hancock,B,Live Pounds,391.03,6026.69,66,10
2016,Bloodworms,Thomaston,Knox,D,Live Pounds,1557.24,24134.25,100,56
2016,Bloodworms,Trenton,Hancock,B,Live Pounds,1765.74,27363.17,144,41
2016,Bloodworms,Waldoboro,Lincoln,D,Live Pounds,1110.98,17164.52,119,34
2016,Bloodworms,Wiscasset,Lincoln,E,Live Pounds,77929.68,1257077.34,6688,226
2016,Clam Northern Quahog / Hard,Brunswick,Cumberland,F,Live Pounds,389335.46,637437.3,2538,112
2016,Clam Northern Quahog / Hard,Cumberland,Cumberland,F,Live Pounds,3819.26,4384.29,35,7
2016,Clam Northern Quahog / Hard,Freeport,Cumberland,F,Live Pounds,27646.69,37270.36,211,23
2016,Clam Northern Quahog / Hard,Harpswell,Cumberland,F,Live Pounds,112378.71,173273.94,1038,54
2016,Clam Northern Quahog / Hard,Other Maine,Not-Specified,UK,Live Pounds,102295.82,71130.99,502,33
2016,Clam Northern Quahog / Hard,Portland,Cumberland,F,Live Pounds,142414.04,254980.18,590,17
2016,Clam Northern Quahog / Hard,West Bath,Sagadahoc,E,Live Pounds,210686.76,232687.2,1550,100
2016,Clam Ocean Quahog,Jonesport,Washington,A,Live Pounds,3028916,1298591,0,7
2016,Clam Razor Atlantic,Boothbay,Lincoln,E,Live Pounds,1335,5331.5,12,3
2016,Clam Razor Atlantic,Brunswick,Cumberland,F,Live Pounds,3074.9,10108.929,89,19
2016,Clam Razor Atlantic,Freeport,Cumberland,F,Live Pounds,1226.55,5021.45,16,6
2016,Clam Razor Atlantic,Other Maine,Not-Specified,UK,Live Pounds,20627.77,74506.74,397,74
2016,Clam Soft,Addison,Washington,A,Live Pounds,118584.13,243852.44,1560,62
2016,Clam Soft,Bar Harbor,Hancock,B,Live Pounds,13441.76,37694.51,198,10
2016,Clam Soft,Biddeford Pool,York,G,Live Pounds,111079.4,260037.65,713,14
2016,Clam Soft,Blue Hill,Hancock,C,Live Pounds,11021.45,22838.78,158,20
2016,Clam Soft,Boothbay,Lincoln,E,Live Pounds,135925.8,298828.1,1888,59
2016,Clam Soft,Boothbay Harbor,Lincoln,E,Live Pounds,8923.62,19369.622,146,11
2016,Clam Soft,Bremen,Lincoln,D,Live Pounds,255789.42,540417.37,2848,90
2016,Clam Soft,Bristol,Lincoln,D,Live Pounds,2311.42,4813.5,33,11
2016,Clam Soft,Brooklin,Hancock,C,Live Pounds,51530.02,110580.94,708,50
2016,Clam Soft,Brooksville,Hancock,C,Live Pounds,97517.54,215349.11,1832,75
2016,Clam Soft,Brunswick,Cumberland,F,Live Pounds,346805.05,773125.159,3353,83
2016,Clam Soft,Castine,Hancock,D,Live Pounds,35649.89,73608,597,41
2016,Clam Soft,Cushing,Knox,D,Live Pounds,77264.67,151386.65,1264,88
2016,Clam Soft,Cutler,Washington,A,Live Pounds,226771.51,500086.36,3540,98
2016,Clam Soft,Damariscotta,Lincoln,E,Live Pounds,76045.69,137087.4,1126,66
2016,Clam Soft,Deer Isle,Hancock,C,Live Pounds,411312.64,825692.902,4715,152
2016,Clam Soft,Edgecomb,Lincoln,E,Live Pounds,622.05,1056.92,15,6
2016,Clam Soft,Franklin,Hancock,B,Live Pounds,30328.16,72546.48,441,24
2016,Clam Soft,Freeport,Cumberland,F,Live Pounds,242339,568897.769,2334,52
2016,Clam Soft,Friendship,Knox,D,Live Pounds,49842.99,106669.7,951,45
2016,Clam Soft,Georgetown,Sagadahoc,E,Live Pounds,159040.01,350147.54,1693,26
2016,Clam Soft,Gouldsboro,Hancock,A,Live Pounds,75675.37,152600.81,591,36
2016,Clam Soft,Hancock,Hancock,B,Live Pounds,35922.81,83874.17,455,50
2016,Clam Soft,Harpswell,Cumberland,F,Live Pounds,97939.9,238762.628,1137,55
2016,Clam Soft,Harrington,Washington,A,Live Pounds,155857.92,314788.175,2117,63
2016,Clam Soft,Isle au Haut,Knox,C,Live Pounds,2473.17,4186.09,48,3
2016,Clam Soft,Jonesboro,Washington,A,Live Pounds,112858.83,230794.26,1527,48
2016,Clam Soft,Jonesport,Washington,A,Live Pounds,159884.11,313177.53,2111,79
2016,Clam Soft,Lamoine,Hancock,B,Live Pounds,197599.15,467214.74,2823,88
2016,Clam Soft,Lubec,Washington,A,Live Pounds,371465.03,762191.262,6153,142
2016,Clam Soft,Machias,Washington,A,Live Pounds,14046.14,27628.37,247,34
2016,Clam Soft,Machiasport,Washington,A,Live Pounds,483008.74,985959.24,6547,155
2016,Clam Soft,Milbridge,Washington,A,Live Pounds,123414.97,248628.839,1798,85
2016,Clam Soft,Mount Desert,Hancock,B,Live Pounds,13083.23,30497.735,94,13
2016,Clam Soft,Newcastle,Lincoln,E,Live Pounds,3909.28,8013.4,58,11
2016,Clam Soft,Other Maine,Not-Specified,UK,Live Pounds,196772,397070.57,2807,267
2016,Clam Soft,Pembroke,Washington,A,Live Pounds,144340.05,289372.905,2888,184
2016,Clam Soft,Perry,Washington,A,Live Pounds,356880.06,688745.94,6095,242
2016,Clam Soft,Phippsburg,Sagadahoc,E,Live Pounds,153869.55,326484.756,2385,43
2016,Clam Soft,Robbinston,Washington,A,Live Pounds,18693.31,42354,440,74
2016,Clam Soft,Roque Bluffs,Washington,A,Live Pounds,187752.8,366314.955,2488,48
2016,Clam Soft,Scarborough,Cumberland,G,Live Pounds,343806.19,776128.5,3230,63
2016,Clam Soft,Sedgwick,Hancock,C,Live Pounds,14327.95,31707.27,175,30
2016,Clam Soft,Sorrento,Hancock,B,Live Pounds,11358.98,22778.11,141,26
2016,Clam Soft,South Bristol,Lincoln,E,Live Pounds,84340.13,183380.85,952,34
2016,Clam Soft,Southport,Lincoln,E,Live Pounds,14349.27,30020.8,224,12
2016,Clam Soft,Southwest Harbor,Hancock,B,Live Pounds,554.72,1068.19,8,4
2016,Clam Soft,St. George,Knox,D,Live Pounds,273041.13,605820.3,3368,103
2016,Clam Soft,Steuben,Washington,A,Live Pounds,85364.59,174220.235,1399,49
2016,Clam Soft,Stonington,Hancock,C,Live Pounds,82098.2,152905.11,1060,73
2016,Clam Soft,Sullivan,Hancock,B,Live Pounds,3810.55,8462.045,73,27
2016,Clam Soft,Surry,Hancock,B,Live Pounds,8052.95,15728.09,154,22
2016,Clam Soft,Swans Island,Hancock,B,Live Pounds,32199.1,70997.405,320,28
2016,Clam Soft,Thomaston,Knox,D,Live Pounds,81100.49,171421.5,925,43
2016,Clam Soft,Tremont,Hancock,B,Live Pounds,2542.15,5789.05,64,7
2016,Clam Soft,Trenton,Hancock,B,Live Pounds,19191.14,46928.6,276,38
2016,Clam Soft,Trescott,Washington,A,Live Pounds,26081.38,62861.75,372,25
2016,Clam Soft,Vinalhaven,Knox,C,Live Pounds,40530.04,89359.64,416,62
2016,Clam Soft,Waldoboro,Lincoln,D,Live Pounds,980591.74,2108896.774,12639,268
2016,Clam Soft,West Bath,Sagadahoc,E,Live Pounds,75833.5,168602.148,970,25
2016,Clam Soft,Whiting,Washington,A,Live Pounds,15800.79,34899.26,229,20
2016,Clam Soft,Winter Harbor,Hancock,B,Live Pounds,3009.82,4141.2,45,6
2016,Clam Soft,Wiscasset,Lincoln,E,Live Pounds,39228.85,91689.7,386,22
2016,Clam Soft,Woolwich,Sagadahoc,E,Live Pounds,13654.96,31005.763,191,10
2016,Clam Soft,Yarmouth,Cumberland,F,Live Pounds,24324.14,49782.6,175,7
2016,Cod Atlantic,Eliot,York,G,Live Pounds,2948.4,7357.48,79,4
2016,Cod Atlantic,Other Maine,Not-Specified,UK,Live Pounds,163133.8,334144.34,420,31
2016,Crab Atlantic Rock,Beals,Washington,A,Live Pounds,502637.5,250393.15,3297,100
2016,Crab Atlantic Rock,Blue Hill,Hancock,C,Live Pounds,42375,25722.5,67,3
2016,Crab Atlantic Rock,Cushing,Knox,D,Live Pounds,57128,27441.6,150,20
2016,Crab Atlantic Rock,Deer Isle,Hancock,C,Live Pounds,34342.8,16854.5,147,21
2016,Crab Atlantic Rock,Other Maine,Not-Specified,UK,Live Pounds,641606.55,312399.315,2499,148
2016,Crab Atlantic Rock,Port Clyde,Knox,D,Live Pounds,21840,9917.2,59,10
2016,Crab Atlantic Rock,Spruce Head,Knox,D,Live Pounds,10494,5630,15,5
2016,Crab Atlantic Rock,Stonington,Hancock,C,Live Pounds,95481.5,44983.49,464,50
2016,Crab Atlantic Rock,Vinalhaven,Knox,C,Live Pounds,45220.85,21764.36,267,46
2016,Crab Jonah,Bass Harbor,Hancock,B,Live Pounds,13257.2,6601,87,9
2016,Crab Jonah,Gouldsboro,Hancock,A,Live Pounds,1406,843.6,7,3
2016,Crab Jonah,Gouldsboro,Hancock,B,Live Pounds,2160.6,1080.3,6,2
2016,Crab Jonah,Milbridge,Washington,A,Live Pounds,23207,13832.5,142,17
2016,Crab Jonah,Other Maine,Not-Specified,UK,Live Pounds,436316.06,222946.2,2103,221
2016,Crab Jonah,Port Clyde,Knox,D,Live Pounds,27812,13895.6,158,13
2016,Crab Jonah,Sorrento,Hancock,B,Live Pounds,2234,1071.5,21,3
2016,Crab Jonah,Southwest Harbor,Hancock,B,Live Pounds,13270.3,5661.85,95,15
2016,Crab Jonah,Stonington,Hancock,C,Live Pounds,87905.1,31428.65,258,39
2016,Crab Jonah,Winter Harbor,Hancock,B,Live Pounds,17556,10662.3,40,4
2016,Crab Unc,Other Maine,Not-Specified,UK,Live Pounds,8788,4835.35,159,18
2016,Cusk,Eliot,York,G,Live Pounds,2750.77,2090.02,63,4
2016,Cusk,Other Maine,Not-Specified,UK,Live Pounds,24393.74,13162.46,221,25
2016,Elver,Addison,Washington,A,Live Pounds,6.7,9000.5,11,9
2016,Elver,Bangor,Penobscot,D,Live Pounds,252.57,306308.55,84,40
2016,Elver,Bar Harbor,Hancock,B,Live Pounds,46.56,64857.27,69,18
2016,Elver,Belfast,Waldo,D,Live Pounds,397.12,578624.25,479,142
2016,Elver,Blue Hill,Hancock,C,Live Pounds,145.59,205207.48,166,55
2016,Elver,Boothbay,Lincoln,E,Live Pounds,20.58,29497.39,17,3
2016,Elver,Boothbay Harbor,Lincoln,E,Live Pounds,14.33,20324.13,21,4
2016,Elver,Bremen,Lincoln,D,Live Pounds,60.02,86304,57,7
2016,Elver,Bristol,Lincoln,D,Live Pounds,8.56,11258.25,9,5
2016,Elver,Brooklin,Hancock,C,Live Pounds,4.46,6196.5,9,3
2016,Elver,Brunswick,Cumberland,F,Live Pounds,71.32,104645.76,57,8
2016,Elver,Bucksport,Hancock,D,Live Pounds,60.44,51995.54,60,30
2016,Elver,Calais,Washington,A,Live Pounds,105.51,147740.08,332,117
2016,Elver,Camden,Knox,D,Live Pounds,234.64,332068.64,172,55
2016,Elver,Ellsworth,Hancock,B,Live Pounds,1036.76,1557432.74,611,151
2016,Elver,Falmouth,Cumberland,F,Live Pounds,871.39,1295318.47,152,56
2016,Elver,Frankfort,Waldo,D,Live Pounds,108.79,153970.16,141,29
2016,Elver,Franklin,Hancock,B,Live Pounds,251.36,363833.67,176,43
2016,Elver,Freeport,Cumberland,F,Live Pounds,55,79686.08,9,5
2016,Elver,Friendship,Knox,D,Live Pounds,36.84,52921.27,26,6
2016,Elver,Gardiner,Kennebec,UK,Live Pounds,18.24,27134,7,5
2016,Elver,Gouldsboro,Hancock,A,Live Pounds,93.91,124900.52,108,33
2016,Elver,Hampden,Penobscot,D,Live Pounds,34.17,43530.45,27,9
2016,Elver,Jonesboro,Washington,A,Live Pounds,1.46,1763,6,6
2016,Elver,Jonesport,Washington,A,Live Pounds,23.44,30170.25,117,43
2016,Elver,Kennebunk,York,G,Live Pounds,182.42,287511.24,33,12
2016,Elver,Machias,Washington,A,Live Pounds,440.41,637279.66,235,108
2016,Elver,Medomak,Lincoln,D,Live Pounds,8.88,10825.25,9,3
2016,Elver,New Harbor,Lincoln,E,Live Pounds,16.14,22085.5,13,4
2016,Elver,Orland,Hancock,D,Live Pounds,354.16,506415.08,507,141
2016,Elver,Orrington,Penobscot,D,Live Pounds,7.7,10432.35,17,13
2016,Elver,Other Maine,Not-Specified,UK,Live Pounds,1362.65,1872271.08,928,232
2016,Elver,Pemaquid,Lincoln,E,Live Pounds,419.34,610026.64,182,41
2016,Elver,Pembroke,Washington,A,Live Pounds,15.46,19420.76,68,36
2016,Elver,Penobscot,Hancock,D,Live Pounds,20.95,31601.8,19,8
2016,Elver,Perry,Washington,A,Live Pounds,9.69,13142.75,63,37
2016,Elver,Portland,Cumberland,F,Live Pounds,809.71,1137561.94,1033,221
2016,Elver,Rockland,Knox,D,Live Pounds,11.73,16251,8,6
2016,Elver,Rockport,Knox,D,Live Pounds,87.5,127166,42,14
2016,Elver,Round Pond,Lincoln,D,Live Pounds,15.49,22060,21,3
